0.5052908,0.123362444,0.17208222
0.4400095,0.27613676,0.11346846
0.46432504,0.19793293,0.01729639
-0.013969172,-0.5308493,0.11458336
-0.3024812,-0.21502665,-0.3876688
0.29436466,0.14333707,-0.34260115
0.26380813,0.25518864,0.4300207
0.4500692,0.19114096,0.3009942
-0.08617064,-0.095181696,-0.51953804
-0.035746977,0.41968596,0.27403736
0.25264755,0.23995242,0.4434747
0.4938653,-0.029486816,0.020867152
-0.47336572,-0.07490966,0.053123765
-0.22865501,-0.35551402,-0.19487593
0.2078018,0.04206267,0.5046217
0.27775854,0.2601388,-0.2866358
-0.14155614,0.12510209,-0.4280319
0.08531497,0.31710157,0.39991036
-0.2402364,0.14582282,-0.38791046
-0.22977053,0.07680814,-0.4339814
-0.2230524,0.3302362,-0.14197707
-0.18846624,-0.15508404,0.42327622
0.36376563,-0.20613614,0.34790897
0.11689804,-0.06981003,0.48822975
0.21690112,-0.2753436,0.4097192
0.3880514,-0.08522664,-0.25399902
0.2884976,-0.21494375,-0.305
-0.16426924,0.39991117,0.020643083
0.324068,0.4151486,0.048746884
0.22586778,0.39610985,-0.20070824
0.33300284,-0.3189349,0.2217553
0.29419988,-0.32772672,-0.17068815
-0.41084865,-0.112562194,0.29377055
-0.113189705,0.19369112,0.47916627
0.4601625,-0.09586877,0.23537607
0.39659092,-0.20667507,0.0728203
-0.4773633,0.16410355,0.059488583
-0.47129586,0.08308388,0.17536356
0.4014127,-0.154505,0.32854453
0.0018120556,-0.24083887,-0.44323915
0.17422211,0.38581893,-0.24123564
0.48977697,0.13428137,-0.022059927
-0.37980047,0.24909446,-0.15314811
0.16028479,-0.45236918,-0.16111057
-0.39965,0.25085333,0.06248169
-0.19584301,0.37125182,-0.021753293
-0.4677292,0.005570984,-0.27868116
-0.50539947,-0.02863349,-0.1905341
-0.40621278,-0.14349839,0.2664885
0.44411907,0.27547607,0.13443361
-0.26446688,0.2094329,0.35712972
0.5145283,0.045394525,0.13541333
0.017787637,-0.45867682,-0.15214014
-0.07283342,0.18610138,-0.38616446
-0.49308482,-0.071231276,-0.085735634
-0.23619233,0.19341414,0.3922068
0.3688627,0.1299274,0.4087973
-0.052125446,0.42247865,-0.14582917
0.23322035,-0.46088523,-0.012015342
-0.24282844,-0.34780052,-0.21127695
0.35753214,0.24361093,-0.22292528
-0.5027166,-0.048511393,-0.18504123
-0.44933984,0.048107006,-0.29380104
-0.17841251,0.24116193,0.41719595
0.25333637,0.32257143,-0.25741187
-0.48239875,-0.05830976,-0.2455824
0.3042156,-0.1965418,-0.29922962
0.08153079,-0.38408726,-0.28528818
0.18218853,0.5155328,0.1182027
