WKT,id,left,top,right,bottom,GSR_mean
"MULTIPOLYGON (((-2828.0896 6718645.1596,-2778.0896 6718645.1596,-2778.0896 6718595.1596,-2828.0896 6718595.1596,-2828.0896 6718645.1596)))",1459,-2828.089599999999791,6718645.159599999897182,-2778.089599999999791,6718595.159599999897182,291.266667
"MULTIPOLYGON (((-2828.0896 6718595.1596,-2778.0896 6718595.1596,-2778.0896 6718545.1596,-2828.0896 6718545.1596,-2828.0896 6718595.1596)))",1460,-2828.089599999999791,6718595.159599999897182,-2778.089599999999791,6718545.159599999897182,291.000000
"MULTIPOLYGON (((-2828.0896 6718545.1596,-2778.0896 6718545.1596,-2778.0896 6718495.1596,-2828.0896 6718495.1596,-2828.0896 6718545.1596)))",1461,-2828.089599999999791,6718545.159599999897182,-2778.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-2828.0896 6718495.1596,-2778.0896 6718495.1596,-2778.0896 6718445.1596,-2828.0896 6718445.1596,-2828.0896 6718495.1596)))",1462,-2828.089599999999791,6718495.159599999897182,-2778.089599999999791,6718445.159599999897182,
"MULTIPOLYGON (((-2828.0896 6718445.1596,-2778.0896 6718445.1596,-2778.0896 6718395.1596,-2828.0896 6718395.1596,-2828.0896 6718445.1596)))",1463,-2828.089599999999791,6718445.159599999897182,-2778.089599999999791,6718395.159599999897182,
"MULTIPOLYGON (((-2828.0896 6718395.1596,-2778.0896 6718395.1596,-2778.0896 6718345.1596,-2828.0896 6718345.1596,-2828.0896 6718395.1596)))",1464,-2828.089599999999791,6718395.159599999897182,-2778.089599999999791,6718345.159599998965859,
"MULTIPOLYGON (((-2828.0896 6718345.1596,-2778.0896 6718345.1596,-2778.0896 6718295.1596,-2828.0896 6718295.1596,-2828.0896 6718345.1596)))",1465,-2828.089599999999791,6718345.159599998965859,-2778.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-2828.0896 6718295.1596,-2778.0896 6718295.1596,-2778.0896 6718245.1596,-2828.0896 6718245.1596,-2828.0896 6718295.1596)))",1466,-2828.089599999999791,6718295.159599999897182,-2778.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-2828.0896 6718245.1596,-2778.0896 6718245.1596,-2778.0896 6718195.1596,-2828.0896 6718195.1596,-2828.0896 6718245.1596)))",1467,-2828.089599999999791,6718245.159599999897182,-2778.089599999999791,6718195.159600000828505,294.857143
"MULTIPOLYGON (((-2828.0896 6718195.1596,-2778.0896 6718195.1596,-2778.0896 6718145.1596,-2828.0896 6718145.1596,-2828.0896 6718195.1596)))",1468,-2828.089599999999791,6718195.159600000828505,-2778.089599999999791,6718145.159599999897182,409.105263
"MULTIPOLYGON (((-2828.0896 6718145.1596,-2778.0896 6718145.1596,-2778.0896 6718095.1596,-2828.0896 6718095.1596,-2828.0896 6718145.1596)))",1469,-2828.089599999999791,6718145.159599999897182,-2778.089599999999791,6718095.159599999897182,337.334239
"MULTIPOLYGON (((-2828.0896 6718095.1596,-2778.0896 6718095.1596,-2778.0896 6718045.1596,-2828.0896 6718045.1596,-2828.0896 6718095.1596)))",1470,-2828.089599999999791,6718095.159599999897182,-2778.089599999999791,6718045.159599999897182,316.801099
"MULTIPOLYGON (((-2828.0896 6718045.1596,-2778.0896 6718045.1596,-2778.0896 6717995.1596,-2828.0896 6717995.1596,-2828.0896 6718045.1596)))",1471,-2828.089599999999791,6718045.159599999897182,-2778.089599999999791,6717995.159599999897182,310.061511
"MULTIPOLYGON (((-2828.0896 6717995.1596,-2778.0896 6717995.1596,-2778.0896 6717945.1596,-2828.0896 6717945.1596,-2828.0896 6717995.1596)))",1472,-2828.089599999999791,6717995.159599999897182,-2778.089599999999791,6717945.159599999897182,295.904762
"MULTIPOLYGON (((-2828.0896 6717945.1596,-2778.0896 6717945.1596,-2778.0896 6717895.1596,-2828.0896 6717895.1596,-2828.0896 6717945.1596)))",1473,-2828.089599999999791,6717945.159599999897182,-2778.089599999999791,6717895.159599999897182,354.950147
"MULTIPOLYGON (((-2828.0896 6717895.1596,-2778.0896 6717895.1596,-2778.0896 6717845.1596,-2828.0896 6717845.1596,-2828.0896 6717895.1596)))",1474,-2828.089599999999791,6717895.159599999897182,-2778.089599999999791,6717845.159599999897182,275.963265
"MULTIPOLYGON (((-2828.0896 6717845.1596,-2778.0896 6717845.1596,-2778.0896 6717795.1596,-2828.0896 6717795.1596,-2828.0896 6717845.1596)))",1475,-2828.089599999999791,6717845.159599999897182,-2778.089599999999791,6717795.159599999897182,281.888889
"MULTIPOLYGON (((-2828.0896 6717795.1596,-2778.0896 6717795.1596,-2778.0896 6717745.1596,-2828.0896 6717745.1596,-2828.0896 6717795.1596)))",1476,-2828.089599999999791,6717795.159599999897182,-2778.089599999999791,6717745.159599999897182,307.233333
"MULTIPOLYGON (((-2828.0896 6717745.1596,-2778.0896 6717745.1596,-2778.0896 6717695.1596,-2828.0896 6717695.1596,-2828.0896 6717745.1596)))",1477,-2828.089599999999791,6717745.159599999897182,-2778.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717695.1596,-2778.0896 6717695.1596,-2778.0896 6717645.1596,-2828.0896 6717645.1596,-2828.0896 6717695.1596)))",1478,-2828.089599999999791,6717695.159599999897182,-2778.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717645.1596,-2778.0896 6717645.1596,-2778.0896 6717595.1596,-2828.0896 6717595.1596,-2828.0896 6717645.1596)))",1479,-2828.089599999999791,6717645.159599999897182,-2778.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717595.1596,-2778.0896 6717595.1596,-2778.0896 6717545.1596,-2828.0896 6717545.1596,-2828.0896 6717595.1596)))",1480,-2828.089599999999791,6717595.159599999897182,-2778.089599999999791,6717545.159599998965859,
"MULTIPOLYGON (((-2828.0896 6717545.1596,-2778.0896 6717545.1596,-2778.0896 6717495.1596,-2828.0896 6717495.1596,-2828.0896 6717545.1596)))",1481,-2828.089599999999791,6717545.159599998965859,-2778.089599999999791,6717495.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717495.1596,-2778.0896 6717495.1596,-2778.0896 6717445.1596,-2828.0896 6717445.1596,-2828.0896 6717495.1596)))",1482,-2828.089599999999791,6717495.159599999897182,-2778.089599999999791,6717445.159599999897182,310.500000
"MULTIPOLYGON (((-2828.0896 6717445.1596,-2778.0896 6717445.1596,-2778.0896 6717395.1596,-2828.0896 6717395.1596,-2828.0896 6717445.1596)))",1483,-2828.089599999999791,6717445.159599999897182,-2778.089599999999791,6717395.159600000828505,311.820513
"MULTIPOLYGON (((-2828.0896 6717395.1596,-2778.0896 6717395.1596,-2778.0896 6717345.1596,-2828.0896 6717345.1596,-2828.0896 6717395.1596)))",1484,-2828.089599999999791,6717395.159600000828505,-2778.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717345.1596,-2778.0896 6717345.1596,-2778.0896 6717295.1596,-2828.0896 6717295.1596,-2828.0896 6717345.1596)))",1485,-2828.089599999999791,6717345.159599999897182,-2778.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717295.1596,-2778.0896 6717295.1596,-2778.0896 6717245.1596,-2828.0896 6717245.1596,-2828.0896 6717295.1596)))",1486,-2828.089599999999791,6717295.159599999897182,-2778.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717245.1596,-2778.0896 6717245.1596,-2778.0896 6717195.1596,-2828.0896 6717195.1596,-2828.0896 6717245.1596)))",1487,-2828.089599999999791,6717245.159599999897182,-2778.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-2828.0896 6717195.1596,-2778.0896 6717195.1596,-2778.0896 6717145.1596,-2828.0896 6717145.1596,-2828.0896 6717195.1596)))",1488,-2828.089599999999791,6717195.159599999897182,-2778.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719545.1596,-2728.0896 6719545.1596,-2728.0896 6719495.1596,-2778.0896 6719495.1596,-2778.0896 6719545.1596)))",1489,-2778.089599999999791,6719545.159599999897182,-2728.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719495.1596,-2728.0896 6719495.1596,-2728.0896 6719445.1596,-2778.0896 6719445.1596,-2778.0896 6719495.1596)))",1490,-2778.089599999999791,6719495.159599999897182,-2728.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719445.1596,-2728.0896 6719445.1596,-2728.0896 6719395.1596,-2778.0896 6719395.1596,-2778.0896 6719445.1596)))",1491,-2778.089599999999791,6719445.159599999897182,-2728.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719395.1596,-2728.0896 6719395.1596,-2728.0896 6719345.1596,-2778.0896 6719345.1596,-2778.0896 6719395.1596)))",1492,-2778.089599999999791,6719395.159599999897182,-2728.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719345.1596,-2728.0896 6719345.1596,-2728.0896 6719295.1596,-2778.0896 6719295.1596,-2778.0896 6719345.1596)))",1493,-2778.089599999999791,6719345.159599999897182,-2728.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719295.1596,-2728.0896 6719295.1596,-2728.0896 6719245.1596,-2778.0896 6719245.1596,-2778.0896 6719295.1596)))",1494,-2778.089599999999791,6719295.159599999897182,-2728.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719245.1596,-2728.0896 6719245.1596,-2728.0896 6719195.1596,-2778.0896 6719195.1596,-2778.0896 6719245.1596)))",1495,-2778.089599999999791,6719245.159599999897182,-2728.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719195.1596,-2728.0896 6719195.1596,-2728.0896 6719145.1596,-2778.0896 6719145.1596,-2778.0896 6719195.1596)))",1496,-2778.089599999999791,6719195.159599999897182,-2728.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-2778.0896 6719145.1596,-2728.0896 6719145.1596,-2728.0896 6719095.1596,-2778.0896 6719095.1596,-2778.0896 6719145.1596)))",1497,-2778.089599999999791,6719145.159599998965859,-2728.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719095.1596,-2728.0896 6719095.1596,-2728.0896 6719045.1596,-2778.0896 6719045.1596,-2778.0896 6719095.1596)))",1498,-2778.089599999999791,6719095.159599999897182,-2728.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-2778.0896 6719045.1596,-2728.0896 6719045.1596,-2728.0896 6718995.1596,-2778.0896 6718995.1596,-2778.0896 6719045.1596)))",1499,-2778.089599999999791,6719045.159599999897182,-2728.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-2778.0896 6718995.1596,-2728.0896 6718995.1596,-2728.0896 6718945.1596,-2778.0896 6718945.1596,-2778.0896 6718995.1596)))",1500,-2778.089599999999791,6718995.159600000828505,-2728.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718945.1596,-2728.0896 6718945.1596,-2728.0896 6718895.1596,-2778.0896 6718895.1596,-2778.0896 6718945.1596)))",1501,-2778.089599999999791,6718945.159599999897182,-2728.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718895.1596,-2728.0896 6718895.1596,-2728.0896 6718845.1596,-2778.0896 6718845.1596,-2778.0896 6718895.1596)))",1502,-2778.089599999999791,6718895.159599999897182,-2728.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718845.1596,-2728.0896 6718845.1596,-2728.0896 6718795.1596,-2778.0896 6718795.1596,-2778.0896 6718845.1596)))",1503,-2778.089599999999791,6718845.159599999897182,-2728.089599999999791,6718795.159599999897182,275.212766
"MULTIPOLYGON (((-2778.0896 6718795.1596,-2728.0896 6718795.1596,-2728.0896 6718745.1596,-2778.0896 6718745.1596,-2778.0896 6718795.1596)))",1504,-2778.089599999999791,6718795.159599999897182,-2728.089599999999791,6718745.159599999897182,275.294118
"MULTIPOLYGON (((-2778.0896 6718745.1596,-2728.0896 6718745.1596,-2728.0896 6718695.1596,-2778.0896 6718695.1596,-2778.0896 6718745.1596)))",1505,-2778.089599999999791,6718745.159599999897182,-2728.089599999999791,6718695.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718695.1596,-2728.0896 6718695.1596,-2728.0896 6718645.1596,-2778.0896 6718645.1596,-2778.0896 6718695.1596)))",1506,-2778.089599999999791,6718695.159599999897182,-2728.089599999999791,6718645.159599999897182,339.945946
"MULTIPOLYGON (((-2778.0896 6718645.1596,-2728.0896 6718645.1596,-2728.0896 6718595.1596,-2778.0896 6718595.1596,-2778.0896 6718645.1596)))",1507,-2778.089599999999791,6718645.159599999897182,-2728.089599999999791,6718595.159599999897182,350.032258
"MULTIPOLYGON (((-2778.0896 6718595.1596,-2728.0896 6718595.1596,-2728.0896 6718545.1596,-2778.0896 6718545.1596,-2778.0896 6718595.1596)))",1508,-2778.089599999999791,6718595.159599999897182,-2728.089599999999791,6718545.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718545.1596,-2728.0896 6718545.1596,-2728.0896 6718495.1596,-2778.0896 6718495.1596,-2778.0896 6718545.1596)))",1509,-2778.089599999999791,6718545.159599999897182,-2728.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718495.1596,-2728.0896 6718495.1596,-2728.0896 6718445.1596,-2778.0896 6718445.1596,-2778.0896 6718495.1596)))",1510,-2778.089599999999791,6718495.159599999897182,-2728.089599999999791,6718445.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718445.1596,-2728.0896 6718445.1596,-2728.0896 6718395.1596,-2778.0896 6718395.1596,-2778.0896 6718445.1596)))",1511,-2778.089599999999791,6718445.159599999897182,-2728.089599999999791,6718395.159599999897182,327.000000
"MULTIPOLYGON (((-2778.0896 6718395.1596,-2728.0896 6718395.1596,-2728.0896 6718345.1596,-2778.0896 6718345.1596,-2778.0896 6718395.1596)))",1512,-2778.089599999999791,6718395.159599999897182,-2728.089599999999791,6718345.159599998965859,359.464286
"MULTIPOLYGON (((-2778.0896 6718345.1596,-2728.0896 6718345.1596,-2728.0896 6718295.1596,-2778.0896 6718295.1596,-2778.0896 6718345.1596)))",1513,-2778.089599999999791,6718345.159599998965859,-2728.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718295.1596,-2728.0896 6718295.1596,-2728.0896 6718245.1596,-2778.0896 6718245.1596,-2778.0896 6718295.1596)))",1514,-2778.089599999999791,6718295.159599999897182,-2728.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-2778.0896 6718245.1596,-2728.0896 6718245.1596,-2728.0896 6718195.1596,-2778.0896 6718195.1596,-2778.0896 6718245.1596)))",1515,-2778.089599999999791,6718245.159599999897182,-2728.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-2778.0896 6718195.1596,-2728.0896 6718195.1596,-2728.0896 6718145.1596,-2778.0896 6718145.1596,-2778.0896 6718195.1596)))",1516,-2778.089599999999791,6718195.159600000828505,-2728.089599999999791,6718145.159599999897182,329.743750
"MULTIPOLYGON (((-2778.0896 6718145.1596,-2728.0896 6718145.1596,-2728.0896 6718095.1596,-2778.0896 6718095.1596,-2778.0896 6718145.1596)))",1517,-2778.089599999999791,6718145.159599999897182,-2728.089599999999791,6718095.159599999897182,297.672566
"MULTIPOLYGON (((-2778.0896 6718095.1596,-2728.0896 6718095.1596,-2728.0896 6718045.1596,-2778.0896 6718045.1596,-2778.0896 6718095.1596)))",1518,-2778.089599999999791,6718095.159599999897182,-2728.089599999999791,6718045.159599999897182,298.428571
"MULTIPOLYGON (((-2778.0896 6718045.1596,-2728.0896 6718045.1596,-2728.0896 6717995.1596,-2778.0896 6717995.1596,-2778.0896 6718045.1596)))",1519,-2778.089599999999791,6718045.159599999897182,-2728.089599999999791,6717995.159599999897182,298.600000
"MULTIPOLYGON (((-2778.0896 6717995.1596,-2728.0896 6717995.1596,-2728.0896 6717945.1596,-2778.0896 6717945.1596,-2778.0896 6717995.1596)))",1520,-2778.089599999999791,6717995.159599999897182,-2728.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717945.1596,-2728.0896 6717945.1596,-2728.0896 6717895.1596,-2778.0896 6717895.1596,-2778.0896 6717945.1596)))",1521,-2778.089599999999791,6717945.159599999897182,-2728.089599999999791,6717895.159599999897182,343.709360
"MULTIPOLYGON (((-2778.0896 6717895.1596,-2728.0896 6717895.1596,-2728.0896 6717845.1596,-2778.0896 6717845.1596,-2778.0896 6717895.1596)))",1522,-2778.089599999999791,6717895.159599999897182,-2728.089599999999791,6717845.159599999897182,346.480000
"MULTIPOLYGON (((-2778.0896 6717845.1596,-2728.0896 6717845.1596,-2728.0896 6717795.1596,-2778.0896 6717795.1596,-2778.0896 6717845.1596)))",1523,-2778.089599999999791,6717845.159599999897182,-2728.089599999999791,6717795.159599999897182,316.746429
"MULTIPOLYGON (((-2778.0896 6717795.1596,-2728.0896 6717795.1596,-2728.0896 6717745.1596,-2778.0896 6717745.1596,-2778.0896 6717795.1596)))",1524,-2778.089599999999791,6717795.159599999897182,-2728.089599999999791,6717745.159599999897182,305.514706
"MULTIPOLYGON (((-2778.0896 6717745.1596,-2728.0896 6717745.1596,-2728.0896 6717695.1596,-2778.0896 6717695.1596,-2778.0896 6717745.1596)))",1525,-2778.089599999999791,6717745.159599999897182,-2728.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717695.1596,-2728.0896 6717695.1596,-2728.0896 6717645.1596,-2778.0896 6717645.1596,-2778.0896 6717695.1596)))",1526,-2778.089599999999791,6717695.159599999897182,-2728.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717645.1596,-2728.0896 6717645.1596,-2728.0896 6717595.1596,-2778.0896 6717595.1596,-2778.0896 6717645.1596)))",1527,-2778.089599999999791,6717645.159599999897182,-2728.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717595.1596,-2728.0896 6717595.1596,-2728.0896 6717545.1596,-2778.0896 6717545.1596,-2778.0896 6717595.1596)))",1528,-2778.089599999999791,6717595.159599999897182,-2728.089599999999791,6717545.159599998965859,
"MULTIPOLYGON (((-2778.0896 6717545.1596,-2728.0896 6717545.1596,-2728.0896 6717495.1596,-2778.0896 6717495.1596,-2778.0896 6717545.1596)))",1529,-2778.089599999999791,6717545.159599998965859,-2728.089599999999791,6717495.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717495.1596,-2728.0896 6717495.1596,-2728.0896 6717445.1596,-2778.0896 6717445.1596,-2778.0896 6717495.1596)))",1530,-2778.089599999999791,6717495.159599999897182,-2728.089599999999791,6717445.159599999897182,311.564103
"MULTIPOLYGON (((-2778.0896 6717445.1596,-2728.0896 6717445.1596,-2728.0896 6717395.1596,-2778.0896 6717395.1596,-2778.0896 6717445.1596)))",1531,-2778.089599999999791,6717445.159599999897182,-2728.089599999999791,6717395.159600000828505,
"MULTIPOLYGON (((-2778.0896 6717395.1596,-2728.0896 6717395.1596,-2728.0896 6717345.1596,-2778.0896 6717345.1596,-2778.0896 6717395.1596)))",1532,-2778.089599999999791,6717395.159600000828505,-2728.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717345.1596,-2728.0896 6717345.1596,-2728.0896 6717295.1596,-2778.0896 6717295.1596,-2778.0896 6717345.1596)))",1533,-2778.089599999999791,6717345.159599999897182,-2728.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717295.1596,-2728.0896 6717295.1596,-2728.0896 6717245.1596,-2778.0896 6717245.1596,-2778.0896 6717295.1596)))",1534,-2778.089599999999791,6717295.159599999897182,-2728.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717245.1596,-2728.0896 6717245.1596,-2728.0896 6717195.1596,-2778.0896 6717195.1596,-2778.0896 6717245.1596)))",1535,-2778.089599999999791,6717245.159599999897182,-2728.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-2778.0896 6717195.1596,-2728.0896 6717195.1596,-2728.0896 6717145.1596,-2778.0896 6717145.1596,-2778.0896 6717195.1596)))",1536,-2778.089599999999791,6717195.159599999897182,-2728.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719545.1596,-2678.0896 6719545.1596,-2678.0896 6719495.1596,-2728.0896 6719495.1596,-2728.0896 6719545.1596)))",1537,-2728.089599999999791,6719545.159599999897182,-2678.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719495.1596,-2678.0896 6719495.1596,-2678.0896 6719445.1596,-2728.0896 6719445.1596,-2728.0896 6719495.1596)))",1538,-2728.089599999999791,6719495.159599999897182,-2678.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719445.1596,-2678.0896 6719445.1596,-2678.0896 6719395.1596,-2728.0896 6719395.1596,-2728.0896 6719445.1596)))",1539,-2728.089599999999791,6719445.159599999897182,-2678.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719395.1596,-2678.0896 6719395.1596,-2678.0896 6719345.1596,-2728.0896 6719345.1596,-2728.0896 6719395.1596)))",1540,-2728.089599999999791,6719395.159599999897182,-2678.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719345.1596,-2678.0896 6719345.1596,-2678.0896 6719295.1596,-2728.0896 6719295.1596,-2728.0896 6719345.1596)))",1541,-2728.089599999999791,6719345.159599999897182,-2678.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719295.1596,-2678.0896 6719295.1596,-2678.0896 6719245.1596,-2728.0896 6719245.1596,-2728.0896 6719295.1596)))",1542,-2728.089599999999791,6719295.159599999897182,-2678.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719245.1596,-2678.0896 6719245.1596,-2678.0896 6719195.1596,-2728.0896 6719195.1596,-2728.0896 6719245.1596)))",1543,-2728.089599999999791,6719245.159599999897182,-2678.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719195.1596,-2678.0896 6719195.1596,-2678.0896 6719145.1596,-2728.0896 6719145.1596,-2728.0896 6719195.1596)))",1544,-2728.089599999999791,6719195.159599999897182,-2678.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-2728.0896 6719145.1596,-2678.0896 6719145.1596,-2678.0896 6719095.1596,-2728.0896 6719095.1596,-2728.0896 6719145.1596)))",1545,-2728.089599999999791,6719145.159599998965859,-2678.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719095.1596,-2678.0896 6719095.1596,-2678.0896 6719045.1596,-2728.0896 6719045.1596,-2728.0896 6719095.1596)))",1546,-2728.089599999999791,6719095.159599999897182,-2678.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-2728.0896 6719045.1596,-2678.0896 6719045.1596,-2678.0896 6718995.1596,-2728.0896 6718995.1596,-2728.0896 6719045.1596)))",1547,-2728.089599999999791,6719045.159599999897182,-2678.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-2728.0896 6718995.1596,-2678.0896 6718995.1596,-2678.0896 6718945.1596,-2728.0896 6718945.1596,-2728.0896 6718995.1596)))",1548,-2728.089599999999791,6718995.159600000828505,-2678.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718945.1596,-2678.0896 6718945.1596,-2678.0896 6718895.1596,-2728.0896 6718895.1596,-2728.0896 6718945.1596)))",1549,-2728.089599999999791,6718945.159599999897182,-2678.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718895.1596,-2678.0896 6718895.1596,-2678.0896 6718845.1596,-2728.0896 6718845.1596,-2728.0896 6718895.1596)))",1550,-2728.089599999999791,6718895.159599999897182,-2678.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718845.1596,-2678.0896 6718845.1596,-2678.0896 6718795.1596,-2728.0896 6718795.1596,-2728.0896 6718845.1596)))",1551,-2728.089599999999791,6718845.159599999897182,-2678.089599999999791,6718795.159599999897182,273.750000
"MULTIPOLYGON (((-2728.0896 6718795.1596,-2678.0896 6718795.1596,-2678.0896 6718745.1596,-2728.0896 6718745.1596,-2728.0896 6718795.1596)))",1552,-2728.089599999999791,6718795.159599999897182,-2678.089599999999791,6718745.159599999897182,276.194444
"MULTIPOLYGON (((-2728.0896 6718745.1596,-2678.0896 6718745.1596,-2678.0896 6718695.1596,-2728.0896 6718695.1596,-2728.0896 6718745.1596)))",1553,-2728.089599999999791,6718745.159599999897182,-2678.089599999999791,6718695.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718695.1596,-2678.0896 6718695.1596,-2678.0896 6718645.1596,-2728.0896 6718645.1596,-2728.0896 6718695.1596)))",1554,-2728.089599999999791,6718695.159599999897182,-2678.089599999999791,6718645.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718645.1596,-2678.0896 6718645.1596,-2678.0896 6718595.1596,-2728.0896 6718595.1596,-2728.0896 6718645.1596)))",1555,-2728.089599999999791,6718645.159599999897182,-2678.089599999999791,6718595.159599999897182,354.510204
"MULTIPOLYGON (((-2728.0896 6718595.1596,-2678.0896 6718595.1596,-2678.0896 6718545.1596,-2728.0896 6718545.1596,-2728.0896 6718595.1596)))",1556,-2728.089599999999791,6718595.159599999897182,-2678.089599999999791,6718545.159599999897182,342.745098
"MULTIPOLYGON (((-2728.0896 6718545.1596,-2678.0896 6718545.1596,-2678.0896 6718495.1596,-2728.0896 6718495.1596,-2728.0896 6718545.1596)))",1557,-2728.089599999999791,6718545.159599999897182,-2678.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718495.1596,-2678.0896 6718495.1596,-2678.0896 6718445.1596,-2728.0896 6718445.1596,-2728.0896 6718495.1596)))",1558,-2728.089599999999791,6718495.159599999897182,-2678.089599999999791,6718445.159599999897182,197.433333
"MULTIPOLYGON (((-2728.0896 6718445.1596,-2678.0896 6718445.1596,-2678.0896 6718395.1596,-2728.0896 6718395.1596,-2728.0896 6718445.1596)))",1559,-2728.089599999999791,6718445.159599999897182,-2678.089599999999791,6718395.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718395.1596,-2678.0896 6718395.1596,-2678.0896 6718345.1596,-2728.0896 6718345.1596,-2728.0896 6718395.1596)))",1560,-2728.089599999999791,6718395.159599999897182,-2678.089599999999791,6718345.159599998965859,361.612903
"MULTIPOLYGON (((-2728.0896 6718345.1596,-2678.0896 6718345.1596,-2678.0896 6718295.1596,-2728.0896 6718295.1596,-2728.0896 6718345.1596)))",1561,-2728.089599999999791,6718345.159599998965859,-2678.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718295.1596,-2678.0896 6718295.1596,-2678.0896 6718245.1596,-2728.0896 6718245.1596,-2728.0896 6718295.1596)))",1562,-2728.089599999999791,6718295.159599999897182,-2678.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718245.1596,-2678.0896 6718245.1596,-2678.0896 6718195.1596,-2728.0896 6718195.1596,-2728.0896 6718245.1596)))",1563,-2728.089599999999791,6718245.159599999897182,-2678.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-2728.0896 6718195.1596,-2678.0896 6718195.1596,-2678.0896 6718145.1596,-2728.0896 6718145.1596,-2728.0896 6718195.1596)))",1564,-2728.089599999999791,6718195.159600000828505,-2678.089599999999791,6718145.159599999897182,328.392713
"MULTIPOLYGON (((-2728.0896 6718145.1596,-2678.0896 6718145.1596,-2678.0896 6718095.1596,-2728.0896 6718095.1596,-2728.0896 6718145.1596)))",1565,-2728.089599999999791,6718145.159599999897182,-2678.089599999999791,6718095.159599999897182,
