X,Y,Count,Date,Time,Lat,Long,Speed,Altitude,GSR
-2612.44580993654,6718678.01141778,"0",2/6/2018,14:42:1,51.547279,-0.023468,0.44,0,"287"
-2612.11185146416,6718676.04232949,"1",2/6/2018,14:42:2,51.547268,-0.023465,0.17,0,"262"
-2612.11185146416,6718675.3262975,"2",2/6/2018,14:42:3,51.547264,-0.023465,0.56,0,"258"
-2612.11185146416,6718675.3262975,"3",2/6/2018,14:42:3,51.547264,-0.023465,0.56,58.7,"262"
-2610.88733706544,6718673.89423371,"4",2/6/2018,14:42:4,51.547256,-0.023454,0.78,58.7,"258"
-2610.88733706544,6718673.89423371,"5",2/6/2018,14:42:4,51.547256,-0.023454,0.78,59.3,"259"
-2610.77601757465,6718672.6411781,"6",2/6/2018,14:42:5,51.547249,-0.023453,0.8,59.3,"261"
-2611.5552540102,6718673.89423371,"7",2/6/2018,14:42:6,51.547256,-0.02346,0.19,59.3,"257"
-2611.5552540102,6718673.89423371,"8",2/6/2018,14:42:6,51.547256,-0.02346,0.19,58.3,"260"
-2611.22129553782,6718674.61026557,"9",2/6/2018,14:42:7,51.54726,-0.023457,0.19,58.3,"258"
-2611.22129553782,6718674.61026557,"10",2/6/2018,14:42:7,51.54726,-0.023457,0.19,58.1,"260"
-2610.99865655623,6718671.92514641,"11",2/6/2018,14:42:8,51.547245,-0.023455,0.72,58.1,"257"
-2611.5552540102,6718667.80796543,"12",2/6/2018,14:42:9,51.547222,-0.02346,0.43,58.1,"256"
-2612.44580993654,6718666.55491076,"13",2/6/2018,14:42:10,51.547215,-0.023468,1.2,58.1,"256"
-2612.44580993654,6718666.55491076,"14",2/6/2018,14:42:10,51.547215,-0.023468,1.2,56.3,"259"
-2612.66844891813,6718667.80796543,"15",2/6/2018,14:42:11,51.547222,-0.02347,0.89,56.3,"256"
-2611.10997604703,6718667.09193416,"16",2/6/2018,14:42:12,51.547218,-0.023456,0.76,56.3,"256"
-2611.10997604703,6718667.09193416,"17",2/6/2018,14:42:12,51.547218,-0.023456,0.76,57.5,"259"
-2610.33073961147,6718666.55491076,"18",2/6/2018,14:42:13,51.547215,-0.023449,0.11,57.5,"256"
-2610.33073961147,6718666.55491076,"19",2/6/2018,14:42:13,51.547215,-0.023449,0.11,57.6,"258"
-2610.10810062989,6718665.8388796,"20",2/6/2018,14:42:14,51.547211,-0.023447,0.85,57.6,"255"
-2610.10810062989,6718665.8388796,"21",2/6/2018,14:42:14,51.547211,-0.023447,0.85,57.4,"258"
-2609.77414215751,6718663.69078652,"22",2/6/2018,14:42:15,51.547199,-0.023444,0.07,57.4,"255"
-2609.77414215751,6718663.69078652,"23",2/6/2018,14:42:15,51.547199,-0.023444,0.07,57.2,"257"
-2609.99678113909,6718662.97475562,"24",2/6/2018,14:42:16,51.547195,-0.023446,0.06,57.2,"259"
-2609.99678113909,6718662.97475562,"25",2/6/2018,14:42:16,51.547195,-0.023446,0.06,57.1,"260"
-2610.10810062989,6718662.97475562,"26",2/6/2018,14:42:17,51.547195,-0.023447,0.11,57.1,"256"
-2610.10810062989,6718662.97475562,"27",2/6/2018,14:42:17,51.547195,-0.023447,0.11,57.1,"261"
-2609.99678113909,6718662.97475562,"28",2/6/2018,14:42:18,51.547195,-0.023446,0.07,57.1,"254"
-2609.99678113909,6718662.97475562,"29",2/6/2018,14:42:18,51.547195,-0.023446,0.07,57.8,"253"
-2610.10810062989,6718662.43773249,"30",2/6/2018,14:42:19,51.547192,-0.023447,0.24,57.8,"254"
-2610.10810062989,6718662.43773249,"31",2/6/2018,14:42:19,51.547192,-0.023447,0.24,57.8,"255"
-2609.55150317592,6718661.72170169,"32",2/6/2018,14:42:20,51.547188,-0.023442,0.76,57.8,"255"
-2609.55150317592,6718661.72170169,"33",2/6/2018,14:42:20,51.547188,-0.023442,0.76,58.2,"259"
-2609.21754470354,6718662.43773249,"34",2/6/2018,14:42:21,51.547192,-0.023439,0.56,58.2,"258"
-2609.21754470354,6718662.43773249,"35",2/6/2018,14:42:21,51.547192,-0.023439,0.56,58.6,"264"
-2608.88358623116,6718664.40681749,"36",2/6/2018,14:42:22,51.547203,-0.023436,0.96,58.6,"259"
-2608.88358623116,6718664.40681749,"37",2/6/2018,14:42:22,51.547203,-0.023436,0.96,59.1,"260"
-2608.54962775878,6718665.8388796,"38",2/6/2018,14:42:23,51.547211,-0.023433,1.39,59.1,"258"
-2608.54962775878,6718665.8388796,"39",2/6/2018,14:42:23,51.547211,-0.023433,1.39,58.1,"259"
-2607.99303030481,6718667.09193416,"40",2/6/2018,14:42:24,51.547218,-0.023428,1.72,58.1,"257"
-2607.10247437847,6718667.80796543,"41",2/6/2018,14:42:25,51.547222,-0.02342,1.28,58.1,"254"
-2606.87983539688,6718667.09193416,"42",2/6/2018,14:42:26,51.547218,-0.023418,3.04,58.1,"251"
-2606.87983539688,6718667.09193416,"43",2/6/2018,14:42:26,51.547218,-0.023418,3.04,56.9,"255"
-2607.10247437847,6718667.09193416,"44",2/6/2018,14:42:27,51.547218,-0.02342,0.96,56.9,"254"
-2607.10247437847,6718667.09193416,"45",2/6/2018,14:42:27,51.547218,-0.02342,0.96,55.7,"257"
-2606.87983539688,6718667.09193416,"46",2/6/2018,14:42:28,51.547218,-0.023418,2.02,55.7,"254"
-2605.76664048895,6718666.55491076,"47",2/6/2018,14:42:29,51.547215,-0.023408,2.67,55.7,"255"
-2605.76664048895,6718666.55491076,"48",2/6/2018,14:42:29,51.547215,-0.023408,2.67,54.4,"257"
-2605.21004303498,6718665.8388796,"49",2/6/2018,14:42:30,51.547211,-0.023403,0.78,54.4,"257"
-2604.54212609022,6718665.12284851,"50",2/6/2018,14:42:31,51.547207,-0.023397,0.52,54.4,"256"
-2604.54212609022,6718665.12284851,"51",2/6/2018,14:42:31,51.547207,-0.023397,0.52,53.5,"257"
-2603.3176116915,6718664.40681749,"52",2/6/2018,14:42:32,51.547203,-0.023386,1.72,53.5,"256"
-2600.53462442166,6718662.43773249,"53",2/6/2018,14:42:33,51.547192,-0.023361,4.22,53.5,"255"
-2597.41767867945,6718660.2896403,"54",2/6/2018,14:42:34,51.54718,-0.023333,4,53.5,"255"
-2595.74788631755,6718657.60452586,"55",2/6/2018,14:42:35,51.547165,-0.023318,6.19,53.5,"253"
-2594.07809395565,6718656.17246519,"56",2/6/2018,14:42:36,51.547157,-0.023303,4.67,53.5,"252"
-2594.07809395565,6718656.17246519,"57",2/6/2018,14:42:36,51.547157,-0.023303,4.67,54,"256"
-2592.51962108455,6718654.20338218,"58",2/6/2018,14:42:37,51.547146,-0.023289,4,54,"253"
-2592.51962108455,6718654.20338218,"59",2/6/2018,14:42:37,51.547146,-0.023289,4,53.8,"255"
-2590.84982872265,6718652.05529217,"60",2/6/2018,14:42:38,51.547134,-0.023274,2.82,53.8,"255"
-2589.06871686996,6718654.20338218,"61",2/6/2018,14:42:39,51.547146,-0.023258,1.76,53.8,"256"
-2589.06871686996,6718654.20338218,"62",2/6/2018,14:42:39,51.547146,-0.023258,1.76,54.1,"257"
-2587.62156348964,6718653.48735211,"63",2/6/2018,14:42:40,51.547142,-0.023245,2.52,54.1,"256"
-2587.62156348964,6718653.48735211,"64",2/6/2018,14:42:40,51.547142,-0.023245,2.52,54,"258"
-2587.06496603568,6718652.05529217,"65",2/6/2018,14:42:41,51.547134,-0.02324,2.09,54,"255"
-2587.06496603568,6718652.05529217,"66",2/6/2018,14:42:41,51.547134,-0.02324,2.09,53.6,"259"
-2586.17441010933,6718650.80223992,"67",2/6/2018,14:42:42,51.547127,-0.023232,3.2,53.6,"256"
-2586.17441010933,6718650.80223992,"68",2/6/2018,14:42:42,51.547127,-0.023232,3.2,53.6,"258"
-2585.0612152014,6718648.65415081,"69",2/6/2018,14:42:43,51.547115,-0.023222,3.17,53.6,"253"
-2585.0612152014,6718648.65415081,"70",2/6/2018,14:42:43,51.547115,-0.023222,3.17,53.8,"255"
-2585.39517367378,6718648.11712862,"71",2/6/2018,14:42:44,51.547112,-0.023225,0.37,53.8,"253"
-2585.39517367378,6718648.11712862,"72",2/6/2018,14:42:44,51.547112,-0.023225,0.37,53.9,"257"
-2584.50461774743,6718645.96904021,"73",2/6/2018,14:42:45,51.5471,-0.023217,2.15,53.9,"255"
-2584.50461774743,6718645.96904021,"74",2/6/2018,14:42:45,51.5471,-0.023217,2.15,53.1,"257"
-2583.94802029347,6718643.99995966,"75",2/6/2018,14:42:46,51.547089,-0.023212,1.15,53.1,"255"
-2583.94802029347,6718643.99995966,"76",2/6/2018,14:42:46,51.547089,-0.023212,1.15,52.8,"255"
-2581.94426945919,6718642.56790138,"77",2/6/2018,14:42:47,51.547081,-0.023194,3.39,52.8,"255"
-2579.16128218936,6718639.88279279,"78",2/6/2018,14:42:48,51.547066,-0.023169,3.52,52.8,"254"
-2579.16128218936,6718639.88279279,"79",2/6/2018,14:42:48,51.547066,-0.023169,3.52,51.8,"257"
-2578.15940677222,6718637.73470656,"80",2/6/2018,14:42:49,51.547054,-0.02316,3.82,51.8,"253"
-2578.15940677222,6718637.73470656,"81",2/6/2018,14:42:49,51.547054,-0.02316,3.82,51.7,"257"
-2578.4933652446,6718635.765628,"82",2/6/2018,14:42:50,51.547043,-0.023163,1.61,51.7,"255"
-2577.93676779063,6718633.08052165,"83",2/6/2018,14:42:51,51.547028,-0.023158,1.98,51.7,"254"
-2577.93676779063,6718633.08052165,"84",2/6/2018,14:42:51,51.547028,-0.023158,1.98,52,"257"
-2576.7122533919,6718630.21640919,"85",2/6/2018,14:42:52,51.547012,-0.023147,3.56,52,"254"
-2575.93301695635,6718628.24733245,"86",2/6/2018,14:42:53,51.547001,-0.02314,4.2,52,"254"
-2575.93301695635,6718628.24733245,"87",2/6/2018,14:42:53,51.547001,-0.02314,4.2,53.5,"257"
-2575.71037797476,6718626.81527694,"88",2/6/2018,14:42:54,51.546993,-0.023138,4.13,53.5,"253"
-2575.71037797476,6718626.81527694,"89",2/6/2018,14:42:54,51.546993,-0.023138,4.13,53.7,"255"
-2575.37641950238,6718625.56222858,"90",2/6/2018,14:42:55,51.546986,-0.023135,3.72,53.7,"254"
-2575.37641950238,6718625.56222858,"91",2/6/2018,14:42:55,51.546986,-0.023135,3.72,53.9,"255"
-2575.37641950238,6718624.13017355,"92",2/6/2018,14:42:56,51.546978,-0.023135,2.89,53.9,"254"
-2575.37641950238,6718624.13017355,"93",2/6/2018,14:42:56,51.546978,-0.023135,2.89,53.9,"257"
-2574.15190510366,6718622.69811876,"94",2/6/2018,14:42:57,51.54697,-0.023124,4.24,53.9,"254"
-2573.26134917731,6718620.01301672,"95",2/6/2018,14:42:58,51.546955,-0.023116,5.7,53.9,"253"
-2573.26134917731,6718620.01301672,"96",2/6/2018,14:42:58,51.546955,-0.023116,5.7,55,"256"
-2572.37079325097,6718618.04394245,"97",2/6/2018,14:42:59,51.546944,-0.023108,3.3,55,"254"
-2572.37079325097,6718618.04394245,"98",2/6/2018,14:42:59,51.546944,-0.023108,3.3,55.3,"256"
-2571.25759834303,6718615.89586197,"99",2/6/2018,14:43:0,51.546932,-0.023098,2.44,55.3,"255"
-2571.25759834303,6718615.89586197,"100",2/6/2018,14:43:0,51.546932,-0.023098,2.44,55.1,"256"
-2570.47836190748,6718613.9267887,"101",2/6/2018,14:43:1,51.546921,-0.023091,3.28,55.1,"253"
-2569.58780598113,6718611.77870931,"102",2/6/2018,14:43:2,51.546909,-0.023083,2.56,55.1,"252"
-2569.58780598113,6718611.77870931,"103",2/6/2018,14:43:2,51.546909,-0.023083,2.56,55.4,"256"
-2569.58780598113,6718609.80963703,"104",2/6/2018,14:43:3,51.546898,-0.023083,2.07,55.4,"252"
-2569.58780598113,6718609.80963703,"105",2/6/2018,14:43:3,51.546898,-0.023083,2.07,55.2,"255"
-2569.47648649034,6718607.12453924,"106",2/6/2018,14:43:4,51.546883,-0.023082,3.26,55.2,"251"
-2569.69912547193,6718604.97646164,"107",2/6/2018,14:43:5,51.546871,-0.023084,2.2,55.2,"253"
-2569.25384750875,6718602.29136544,"108",2/6/2018,14:43:6,51.546856,-0.02308,1.85,55.2,"253"
-2569.25384750875,6718602.29136544,"109",2/6/2018,14:43:6,51.546856,-0.02308,1.85,52.6,"256"
-2568.69725005479,6718601.57533994,"110",2/6/2018,14:43:7,51.546852,-0.023075,1.78,52.6,"253"
-2568.69725005479,6718601.57533994,"111",2/6/2018,14:43:7,51.546852,-0.023075,1.78,51.5,"255"
-2567.80669412844,6718601.57533994,"112",2/6/2018,14:43:8,51.546852,-0.023067,1.83,51.5,"253"
-2566.9161382021,6718601.57533994,"113",2/6/2018,14:43:9,51.546852,-0.023059,1.28,51.5,"253"
-2566.8048187113,6718600.14328912,"114",2/6/2018,14:43:10,51.546844,-0.023058,0.54,51.5,"254"
-2566.69349922051,6718598.89024486,"115",2/6/2018,14:43:11,51.546837,-0.023057,0.15,51.5,"254"
-2566.13690176654,6718598.17421965,"116",2/6/2018,14:43:12,51.546833,-0.023052,0.19,51.5,"253"
-2566.13690176654,6718598.17421965,"117",2/6/2018,14:43:12,51.546833,-0.023052,0.19,52.9,"257"
-2565.2463458402,6718597.45819451,"118",2/6/2018,14:43:13,51.546829,-0.023044,0.09,52.9,"253"
-2565.2463458402,6718597.45819451,"119",2/6/2018,14:43:13,51.546829,-0.023044,0.09,52.9,"255"
-2564.35578991385,6718597.45819451,"120",2/6/2018,14:43:14,51.546829,-0.023036,0.17,52.9,"255"
-2564.35578991385,6718597.45819451,"121",2/6/2018,14:43:14,51.546829,-0.023036,0.17,52.7,"257"
-2563.35391449671,6718596.74216943,"122",2/6/2018,14:43:15,51.546825,-0.023027,0.13,52.7,"255"
-2563.35391449671,6718596.74216943,"123",2/6/2018,14:43:15,51.546825,-0.023027,0.13,52.7,"258"
-2562.90863653354,6718596.74216943,"124",2/6/2018,14:43:16,51.546825,-0.023023,0.54,52.7,"255"
-2562.90863653354,6718596.74216943,"125",2/6/2018,14:43:16,51.546825,-0.023023,0.54,52.6,"258"
-2561.9067611164,6718595.4891257,"126",2/6/2018,14:43:17,51.546818,-0.023014,1.7,52.6,"255"
-2561.9067611164,6718595.4891257,"127",2/6/2018,14:43:17,51.546818,-0.023014,1.7,52.6,"257"
-2561.23884417164,6718593.34105117,"128",2/6/2018,14:43:18,51.546806,-0.023008,2.7,52.6,"254"
-2561.23884417164,6718593.34105117,"129",2/6/2018,14:43:18,51.546806,-0.023008,2.7,52.05,"255"
-2561.35016366243,6718592.08800796,"130",2/6/2018,14:43:19,51.546799,-0.023009,2.74,52.05,"253"
-2561.12752468084,6718589.93993433,"131",2/6/2018,14:43:20,51.546787,-0.023007,2.63,52.05,"252"
-2561.12752468084,6718589.93993433,"132",2/6/2018,14:43:20,51.546787,-0.023007,2.63,53.5,"254"
-2560.34828824529,6718587.97086733,"133",2/6/2018,14:43:21,51.546776,-0.023,2.76,53.5,"253"
-2560.34828824529,6718587.97086733,"134",2/6/2018,14:43:21,51.546776,-0.023,2.76,54.1,"256"
-2560.34828824529,6718586.5388189,"135",2/6/2018,14:43:22,51.546768,-0.023,3.19,54.1,"254"
-2560.01432977291,6718585.28577673,"136",2/6/2018,14:43:23,51.546761,-0.022997,2.72,54.1,"252"
-2559.34641282815,6718584.56975273,"137",2/6/2018,14:43:24,51.546757,-0.022991,1.44,54.1,"253"
-2559.34641282815,6718584.56975273,"138",2/6/2018,14:43:24,51.546757,-0.022991,1.44,54.8,"256"
-2558.23321792022,6718584.56975273,"139",2/6/2018,14:43:25,51.546757,-0.022981,1.2,54.8,"254"
-2557.34266199387,6718584.56975273,"140",2/6/2018,14:43:26,51.546757,-0.022973,1.31,54.8,"254"
-2556.67474504911,6718583.1377049,"141",2/6/2018,14:43:27,51.546749,-0.022967,1.61,54.8,"253"
-2554.89363319642,6718580.4526159,"142",2/6/2018,14:43:28,51.546734,-0.022951,2.3,54.8,"252"
-2554.44835523325,6718580.4526159,"143",2/6/2018,14:43:29,51.546734,-0.022947,0.85,54.8,"253"
-2554.11439676087,6718579.73659231,"144",2/6/2018,14:43:30,51.54673,-0.022944,0.81,54.8,"252"
-2553.78043828849,6718580.4526159,"145",2/6/2018,14:43:31,51.546734,-0.022941,0.39,54.8,"254"
-2553.6691187977,6718580.4526159,"146",2/6/2018,14:43:32,51.546734,-0.02294,0.33,54.8,"254"
-2553.5577993069,6718581.16863954,"147",2/6/2018,14:43:33,51.546738,-0.022939,0.31,54.8,"253"
-2553.5577993069,6718581.70565732,"148",2/6/2018,14:43:34,51.546741,-0.022939,0.31,54.8,"254"
-2553.5577993069,6718581.70565732,"149",2/6/2018,14:43:34,51.546741,-0.022939,0.31,56,"256"
-2554.00307727008,6718581.16863954,"150",2/6/2018,14:43:35,51.546738,-0.022943,1.48,56,"253"
-2550.10689509231,6718579.02056879,"151",2/6/2018,14:43:36,51.546726,-0.022908,2,56,"253"
-2548.43710273041,6718577.76752778,"152",2/6/2018,14:43:37,51.546719,-0.022893,1.65,56,"254"
-2548.43710273041,6718577.76752778,"153",2/6/2018,14:43:37,51.546719,-0.022893,1.65,55.1,"257"
-2545.98807393296,6718576.33548115,"154",2/6/2018,14:43:38,51.546711,-0.022871,2.74,55.1,"254"
-2545.98807393296,6718576.33548115,"155",2/6/2018,14:43:38,51.546711,-0.022871,2.74,54.6,"256"
-2544.09564258947,6718574.90343477,"156",2/6/2018,14:43:39,51.546703,-0.022854,2.5,54.6,"255"
-2544.09564258947,6718574.90343477,"157",2/6/2018,14:43:39,51.546703,-0.022854,2.5,54.5,"257"
-2542.0918917552,6718573.65039439,"158",2/6/2018,14:43:40,51.546696,-0.022836,2.72,54.5,"256"
-2542.0918917552,6718573.65039439,"159",2/6/2018,14:43:40,51.546696,-0.022836,2.72,54,"259"
-2541.75793328282,6718571.50232562,"160",2/6/2018,14:43:41,51.546684,-0.022833,2.06,54,"253"
-2541.75793328282,6718571.50232562,"161",2/6/2018,14:43:41,51.546684,-0.022833,2.06,53.5,"255"
-2540.97869684726,6718570.24928577,"162",2/6/2018,14:43:42,51.546677,-0.022826,2.04,53.5,"254"
-2540.97869684726,6718570.24928577,"163",2/6/2018,14:43:42,51.546677,-0.022826,2.04,53.2,"255"
-2541.31265531964,6718569.53326308,"164",2/6/2018,14:43:43,51.546673,-0.022829,0.44,53.2,"254"
-2541.31265531964,6718569.53326308,"165",2/6/2018,14:43:43,51.546673,-0.022829,0.44,52.8,"256"
-2541.42397481044,6718568.1012179,"166",2/6/2018,14:43:44,51.546665,-0.02283,1.35,52.8,"253"
-2541.42397481044,6718568.1012179,"167",2/6/2018,14:43:44,51.546665,-0.02283,1.35,52.4,"256"
-2542.42585022758,6718567.3851954,"168",2/6/2018,14:43:45,51.546661,-0.022839,1.48,52.4,"253"
-2542.42585022758,6718567.3851954,"169",2/6/2018,14:43:45,51.546661,-0.022839,1.48,52.1,"256"
-2543.53904513551,6718565.41613386,"170",2/6/2018,14:43:46,51.54665,-0.022849,2.69,52.1,"254"
-2545.54279596979,6718564.70011159,"171",2/6/2018,14:43:47,51.546646,-0.022867,3.32,52.1,"252"
-2545.54279596979,6718564.70011159,"172",2/6/2018,14:43:47,51.546646,-0.022867,3.32,51.7,"255"
-2547.99182476724,6718563.26806726,"173",2/6/2018,14:43:48,51.546638,-0.022889,2.96,51.7,"254"
-2547.99182476724,6718563.26806726,"174",2/6/2018,14:43:48,51.546638,-0.022889,2.96,51.9,"256"
-2549.32765865676,6718563.26806726,"175",2/6/2018,14:43:49,51.546638,-0.022901,2.48,51.9,"254"
-2549.32765865676,6718563.26806726,"176",2/6/2018,14:43:49,51.546638,-0.022901,2.48,52.1,"256"
-2551.33140949104,6718562.7310507,"177",2/6/2018,14:43:50,51.546635,-0.022919,2.37,52.1,"252"
-2551.66536796342,6718562.01502867,"178",2/6/2018,14:43:51,51.546631,-0.022922,0.63,52.1,"251"
-2551.66536796342,6718562.01502867,"179",2/6/2018,14:43:51,51.546631,-0.022922,0.63,52.1,"255"
-2552.77856287135,6718562.01502867,"180",2/6/2018,14:43:52,51.546631,-0.022932,1.04,52.1,"252"
-2552.77856287135,6718562.01502867,"181",2/6/2018,14:43:52,51.546631,-0.022932,1.04,52.2,"254"
-2553.22384083452,6718561.29900671,"182",2/6/2018,14:43:53,51.546627,-0.022936,1.41,52.2,"252"
-2553.22384083452,6718561.29900671,"183",2/6/2018,14:43:53,51.546627,-0.022936,1.41,52.1,"255"
-2553.5577993069,6718560.58298481,"184",2/6/2018,14:43:54,51.546623,-0.022939,1.11,52.1,"253"
-2553.5577993069,6718560.58298481,"185",2/6/2018,14:43:54,51.546623,-0.022939,1.11,52.2,"257"
-2555.00495268721,6718560.58298481,"186",2/6/2018,14:43:55,51.546623,-0.022952,0.72,52.2,"253"
-2556.67474504911,6718560.58298481,"187",2/6/2018,14:43:56,51.546623,-0.022967,0.72,52.2,"252"
-2556.67474504911,6718560.58298481,"188",2/6/2018,14:43:56,51.546623,-0.022967,0.72,52.4,"255"
-2557.12002301229,6718559.86696297,"189",2/6/2018,14:43:57,51.546619,-0.022971,1.3,52.4,"252"
-2557.12002301229,6718559.86696297,"190",2/6/2018,14:43:57,51.546619,-0.022971,1.3,52.4,"255"
-2557.45398148467,6718560.58298481,"191",2/6/2018,14:43:58,51.546623,-0.022974,0.72,52.4,"253"
-2557.45398148467,6718560.58298481,"192",2/6/2018,14:43:58,51.546623,-0.022974,0.72,52.3,"255"
-2558.78981537419,6718560.58298481,"193",2/6/2018,14:43:59,51.546623,-0.022986,1.85,52.3,"253"
-2558.78981537419,6718560.58298481,"194",2/6/2018,14:43:59,51.546623,-0.022986,1.85,51.7,"255"
-2560.34828824529,6718559.86696297,"195",2/6/2018,14:44:0,51.546619,-0.023,0.94,51.7,"252"
-2560.34828824529,6718559.86696297,"196",2/6/2018,14:44:0,51.546619,-0.023,0.94,51.5,"256"
-2561.12752468084,6718559.86696297,"197",2/6/2018,14:44:1,51.546619,-0.023007,0.43,51.5,"252"
-2561.12752468084,6718559.86696297,"198",2/6/2018,14:44:1,51.546619,-0.023007,0.43,51.2,"255"
-2562.79731704274,6718559.86696297,"199",2/6/2018,14:44:2,51.546619,-0.023022,1.33,51.2,"252"
-2562.79731704274,6718559.86696297,"200",2/6/2018,14:44:2,51.546619,-0.023022,1.33,50.8,"254"
-2564.57842889544,6718560.58298481,"201",2/6/2018,14:44:3,51.546623,-0.023038,1.39,50.8,"251"
-2564.57842889544,6718560.58298481,"202",2/6/2018,14:44:3,51.546623,-0.023038,1.39,50.1,"254"
-2566.24822125734,6718560.58298481,"203",2/6/2018,14:44:4,51.546623,-0.023053,1,50.1,"253"
-2566.24822125734,6718560.58298481,"204",2/6/2018,14:44:4,51.546623,-0.023053,1,50.1,"256"
-2568.25197209161,6718559.86696297,"205",2/6/2018,14:44:5,51.546619,-0.023071,2,50.1,"252"
-2568.25197209161,6718559.86696297,"206",2/6/2018,14:44:5,51.546619,-0.023071,2,49.4,"255"
-2570.92363987065,6718559.86696297,"207",2/6/2018,14:44:6,51.546619,-0.023095,1.74,49.4,"250"
-2572.81607121414,6718559.32994664,"208",2/6/2018,14:44:7,51.546616,-0.023112,1.72,49.4,"250"
-2572.81607121414,6718559.32994664,"209",2/6/2018,14:44:7,51.546616,-0.023112,1.72,48.4,"254"
-2573.81794663128,6718559.32994664,"210",2/6/2018,14:44:8,51.546616,-0.023121,1.59,48.4,"250"
-2576.04433644714,6718558.61392491,"211",2/6/2018,14:44:9,51.546612,-0.023141,2.91,48.4,"251"
-2578.93864320777,6718557.89790325,"212",2/6/2018,14:44:10,51.546608,-0.023167,3.46,48.4,"252"
-2578.93864320777,6718557.89790325,"213",2/6/2018,14:44:10,51.546608,-0.023167,3.46,46.6,"252"
-2582.05558894998,6718557.18188165,"214",2/6/2018,14:44:11,51.546604,-0.023195,3.15,46.6,"253"
-2582.05558894998,6718557.18188165,"215",2/6/2018,14:44:11,51.546604,-0.023195,3.15,45.7,"253"
-2583.50274233029,6718558.61392491,"216",2/6/2018,14:44:12,51.546612,-0.023208,0.61,45.7,"252"
-2583.50274233029,6718558.61392491,"217",2/6/2018,14:44:12,51.546612,-0.023208,0.61,44.2,"254"
-2586.95364654488,6718559.32994664,"218",2/6/2018,14:44:13,51.546616,-0.023239,1.52,44.2,"252"
-2586.95364654488,6718559.32994664,"219",2/6/2018,14:44:13,51.546616,-0.023239,1.52,43.1,"255"
-2590.51587025027,6718560.58298481,"220",2/6/2018,14:44:14,51.546623,-0.023271,2.7,43.1,"251"
-2593.74413548327,6718561.29900671,"221",2/6/2018,14:44:15,51.546627,-0.0233,3.28,43.1,"250"
-2593.74413548327,6718561.29900671,"222",2/6/2018,14:44:15,51.546627,-0.0233,3.28,40.9,"255"
-2596.41580326231,6718560.58298481,"223",2/6/2018,14:44:16,51.546623,-0.023324,3.44,40.9,"251"
-2596.41580326231,6718560.58298481,"224",2/6/2018,14:44:16,51.546623,-0.023324,3.44,39.8,"253"
-2599.08747104135,6718562.01502867,"225",2/6/2018,14:44:17,51.546631,-0.023348,4.22,39.8,"251"
-2599.08747104135,6718562.01502867,"226",2/6/2018,14:44:17,51.546631,-0.023348,4.22,37.9,"253"
-2601.6478193296,6718562.7310507,"227",2/6/2018,14:44:18,51.546635,-0.023371,3.04,37.9,"252"
-2601.6478193296,6718562.7310507,"228",2/6/2018,14:44:18,51.546635,-0.023371,3.04,36.5,"254"
-2603.87420914546,6718562.01502867,"229",2/6/2018,14:44:19,51.546631,-0.023391,2.35,36.5,"252"
-2603.87420914546,6718562.01502867,"230",2/6/2018,14:44:19,51.546631,-0.023391,2.35,35.3,"255"
-2605.43268201657,6718562.7310507,"231",2/6/2018,14:44:20,51.546635,-0.023405,2.26,35.3,"252"
-2605.43268201657,6718562.7310507,"232",2/6/2018,14:44:20,51.546635,-0.023405,2.26,34.1,"254"
-2607.10247437847,6718562.7310507,"233",2/6/2018,14:44:21,51.546635,-0.02342,2,34.1,"251"
-2608.88358623116,6718563.26806726,"234",2/6/2018,14:44:22,51.546638,-0.023436,3.91,34.1,"250"
-2611.10997604703,6718563.26806726,"235",2/6/2018,14:44:23,51.546638,-0.023456,4,34.1,"249"
-2613.1137268813,6718562.7310507,"236",2/6/2018,14:44:24,51.546635,-0.023474,4.11,34.1,"248"
-2613.1137268813,6718562.7310507,"237",2/6/2018,14:44:24,51.546635,-0.023474,4.11,31.6,"256"
-2614.44956077082,6718562.7310507,"238",2/6/2018,14:44:25,51.546635,-0.023486,3.04,31.6,"252"
-2614.44956077082,6718562.7310507,"239",2/6/2018,14:44:25,51.546635,-0.023486,3.04,31.5,"255"
-2616.34199211431,6718562.01502867,"240",2/6/2018,14:44:26,51.546631,-0.023503,4.54,31.5,"252"
-2616.34199211431,6718562.01502867,"241",2/6/2018,14:44:26,51.546631,-0.023503,4.54,31,"255"
-2618.67970142097,6718562.01502867,"242",2/6/2018,14:44:27,51.546631,-0.023524,5.7,31,"251"
-2618.67970142097,6718562.01502867,"243",2/6/2018,14:44:27,51.546631,-0.023524,5.7,30.6,"253"
-2620.34949378287,6718562.7310507,"244",2/6/2018,14:44:28,51.546635,-0.023539,4.59,30.6,"251"
-2620.34949378287,6718562.7310507,"245",2/6/2018,14:44:28,51.546635,-0.023539,4.59,30.3,"253"
-2622.24192512635,6718562.7310507,"246",2/6/2018,14:44:29,51.546635,-0.023556,3.46,30.3,"250"
-2622.24192512635,6718562.7310507,"247",2/6/2018,14:44:29,51.546635,-0.023556,3.46,29.7,"253"
-2623.57775901587,6718563.98408939,"248",2/6/2018,14:44:30,51.546642,-0.023568,2.28,29.7,"252"
-2623.57775901587,6718563.98408939,"249",2/6/2018,14:44:30,51.546642,-0.023568,2.28,28.7,"255"
