Count	Date	Time	Lat	Long	Speed	Altitude	GSR
0	2/6/2018	13:34:30	51.547146	-0.023603	1.46	0.00	459
1	2/6/2018	13:34:30	51.547146	-0.023603	1.46	68.20	448
2	2/6/2018	13:34:31	51.547146	-0.023612	1.44	68.20	436
3	2/6/2018	13:34:31	51.547146	-0.023612	1.44	69.10	433
4	2/6/2018	13:34:32	51.547146	-0.023613	0.81	69.10	429
5	2/6/2018	13:34:33	51.547150	-0.023610	1.11	69.10	409
6	2/6/2018	13:34:33	51.547150	-0.023610	1.11	69.00	416
7	2/6/2018	13:34:34	51.547150	-0.023604	1.13	69.00	416
8	2/6/2018	13:34:35	51.547153	-0.023602	0.56	69.00	419
9	2/6/2018	13:34:35	51.547153	-0.023602	0.56	68.10	422
10	2/6/2018	13:34:36	51.547153	-0.023593	1.61	68.10	420
11	2/6/2018	13:34:37	51.547157	-0.023584	2.19	68.10	419
12	2/6/2018	13:34:38	51.547150	-0.023571	4.43	68.10	419
13	2/6/2018	13:34:38	51.547150	-0.023571	4.43	67.60	422
14	2/6/2018	13:34:39	51.547146	-0.023570	1.91	67.60	419
15	2/6/2018	13:34:40	51.547142	-0.023570	3.48	67.60	419
16	2/6/2018	13:34:40	51.547142	-0.023570	3.48	66.20	422
17	2/6/2018	13:34:41	51.547134	-0.023579	3.17	66.20	419
18	2/6/2018	13:34:42	51.547127	-0.023578	3.72	66.20	418
19	2/6/2018	13:34:43	51.547119	-0.023573	3.83	66.20	417
20	2/6/2018	13:34:44	51.547115	-0.023557	3.78	66.20	417
21	2/6/2018	13:34:44	51.547115	-0.023557	3.78	63.50	420
22	2/6/2018	13:34:45	51.547108	-0.023551	3.37	63.50	417
23	2/6/2018	13:34:46	51.547108	-0.023532	3.50	63.50	416
24	2/6/2018	13:34:47	51.547104	-0.023504	4.91	63.50	416
25	2/6/2018	13:34:48	51.547096	-0.023475	5.78	63.50	417
26	2/6/2018	13:34:48	51.547096	-0.023475	5.78	59.30	419
27	2/6/2018	13:34:49	51.547089	-0.023452	5.63	59.30	417
28	2/6/2018	13:34:49	51.547089	-0.023452	5.63	58.70	418
