Count	Date	Time	Lat	Long	Speed	Altitude	GSR
0	2/6/2018	11:39:43	51.547546	-0.023204	0.15	0.00	287
1	2/6/2018	11:39:44	51.547539	-0.023215	1.04	0.00	270
2	2/6/2018	11:39:44	51.547539	-0.023215	1.04	106.30	272
3	2/6/2018	11:39:45	51.547539	-0.023216	0.57	106.30	268
4	2/6/2018	11:39:46	51.547539	-0.023222	0.15	106.30	265
5	2/6/2018	11:39:47	51.547535	-0.023220	0.91	106.30	268
6	2/6/2018	11:39:47	51.547535	-0.023220	0.91	106.80	270
7	2/6/2018	11:39:48	51.547512	-0.023214	4.15	106.80	267
8	2/6/2018	11:39:49	51.547504	-0.023213	1.09	106.80	269
9	2/6/2018	11:39:49	51.547504	-0.023213	1.09	108.90	271
10	2/6/2018	11:39:50	51.547516	-0.023219	0.57	108.90	269
11	2/6/2018	11:39:51	51.547516	-0.023215	0.69	108.90	269
12	2/6/2018	11:39:51	51.547516	-0.023215	0.69	103.70	271
13	2/6/2018	11:39:52	51.547527	-0.023196	0.94	103.70	270
14	2/6/2018	11:39:53	51.547527	-0.023197	0.24	103.70	270
15	2/6/2018	11:39:53	51.547527	-0.023197	0.24	99.00	271
16	2/6/2018	11:39:54	51.547516	-0.023200	0.50	99.00	270
17	2/6/2018	11:39:55	51.547512	-0.023201	0.41	99.00	268
18	2/6/2018	11:39:55	51.547512	-0.023201	0.41	100.00	270
19	2/6/2018	11:39:56	51.547512	-0.023206	0.78	100.00	270
20	2/6/2018	11:39:57	51.547516	-0.023210	0.09	100.00	270
21	2/6/2018	11:39:57	51.547516	-0.023210	0.09	99.50	272
22	2/6/2018	11:39:58	51.547516	-0.023211	0.33	99.50	269
23	2/6/2018	11:39:59	51.547516	-0.023212	0.19	99.50	270
24	2/6/2018	11:39:59	51.547516	-0.023212	0.19	99.70	271
25	2/6/2018	11:40:0	51.547512	-0.023213	0.31	99.70	270
26	2/6/2018	11:40:1	51.547516	-0.023212	1.06	99.70	270
27	2/6/2018	11:40:1	51.547516	-0.023212	1.06	96.50	272
28	2/6/2018	11:40:2	51.547520	-0.023212	0.76	96.50	269
29	2/6/2018	11:40:3	51.547523	-0.023210	0.46	96.50	269
30	2/6/2018	11:40:3	51.547523	-0.023210	0.46	96.00	272
31	2/6/2018	11:40:4	51.547523	-0.023212	0.50	96.00	270
32	2/6/2018	11:40:5	51.547520	-0.023212	0.61	96.00	275
33	2/6/2018	11:40:6	51.547523	-0.023207	0.91	96.00	273
34	2/6/2018	11:40:6	51.547523	-0.023207	0.91	96.60	274
35	2/6/2018	11:40:7	51.547527	-0.023200	0.43	96.60	271
36	2/6/2018	11:40:8	51.547531	-0.023188	0.81	96.60	262
37	2/6/2018	11:40:8	51.547531	-0.023188	0.81	95.90	269
38	2/6/2018	11:40:9	51.547527	-0.023185	1.04	95.90	263
39	2/6/2018	11:40:9	51.547527	-0.023185	1.04	95.70	266
40	2/6/2018	11:40:10	51.547523	-0.023186	0.87	95.70	267
41	2/6/2018	11:40:11	51.547520	-0.023183	2.54	95.70	268
42	2/6/2018	11:40:12	51.547508	-0.023182	0.54	95.70	269
