Count	Date	Time	Lat	Long	Speed	Altitude	GSR
0	3/6/2018	12:5:38	51.547077	-0.023568	1.15	0.00	411
1	3/6/2018	12:5:38	51.547077	-0.023568	1.15	16.10	397
2	3/6/2018	12:5:39	51.547096	-0.023566	2.35	16.10	368
3	3/6/2018	12:5:39	51.547096	-0.023566	2.35	18.00	367
4	3/6/2018	12:5:40	51.547112	-0.023569	1.93	18.00	357
5	3/6/2018	12:5:40	51.547112	-0.023569	1.93	18.70	358
6	3/6/2018	12:5:41	51.547115	-0.023610	2.91	18.70	353
7	3/6/2018	12:5:41	51.547115	-0.023610	2.91	23.20	355
8	3/6/2018	12:5:42	51.547127	-0.023593	4.89	23.20	351
9	3/6/2018	12:5:42	51.547127	-0.023593	4.89	25.70	353
10	3/6/2018	12:5:43	51.547112	-0.023584	4.17	25.70	349
11	3/6/2018	12:5:43	51.547112	-0.023584	4.17	24.50	351
12	3/6/2018	12:5:44	51.547104	-0.023593	3.65	24.50	348
13	3/6/2018	12:5:44	51.547104	-0.023593	3.65	24.40	351
14	3/6/2018	12:5:45	51.547100	-0.023590	2.74	24.40	348
15	3/6/2018	12:5:45	51.547100	-0.023590	2.74	25.70	351
16	3/6/2018	12:5:46	51.547108	-0.023553	2.59	25.70	349
17	3/6/2018	12:5:47	51.547104	-0.023536	4.57	25.70	347
18	3/6/2018	12:5:47	51.547104	-0.023536	4.57	25.00	350
19	3/6/2018	12:5:48	51.547100	-0.023522	2.30	25.00	347
20	3/6/2018	12:5:48	51.547100	-0.023522	2.30	25.60	349
21	3/6/2018	12:5:49	51.547100	-0.023508	2.43	25.60	346
22	3/6/2018	12:5:50	51.547104	-0.023490	4.48	25.60	344
23	3/6/2018	12:5:50	51.547104	-0.023490	4.48	26.10	347
24	3/6/2018	12:5:51	51.547100	-0.023482	2.69	26.10	345
25	3/6/2018	12:5:51	51.547100	-0.023482	2.69	26.40	347
26	3/6/2018	12:5:52	51.547096	-0.023477	2.83	26.40	345
27	3/6/2018	12:5:52	51.547096	-0.023477	2.83	26.50	347
28	3/6/2018	12:5:53	51.547085	-0.023485	2.89	26.50	345
29	3/6/2018	12:5:53	51.547085	-0.023485	2.89	26.90	347
30	3/6/2018	12:5:54	51.547081	-0.023488	3.56	26.90	344
31	3/6/2018	12:5:55	51.547077	-0.023440	3.44	26.90	343
32	3/6/2018	12:5:55	51.547077	-0.023440	3.44	29.90	346
33	3/6/2018	12:5:56	51.547073	-0.023425	2.48	29.90	344
34	3/6/2018	12:5:56	51.547073	-0.023425	2.48	30.30	346
35	3/6/2018	12:5:57	51.547070	-0.023396	2.87	30.30	343
36	3/6/2018	12:5:57	51.547070	-0.023396	2.87	31.60	345
37	3/6/2018	12:5:58	51.547058	-0.023388	3.26	31.60	343
38	3/6/2018	12:5:58	51.547058	-0.023388	3.26	33.30	345
