Count	Date	Time	Lat	Long	Speed	Altitude	GSR
0	2/6/2018	13:59:58	51.547169	-0.023730	0.65	0.00	364
1	2/6/2018	13:59:58	51.547169	-0.023730	0.65	89.50	385
2	2/6/2018	13:59:59	51.547169	-0.023732	0.28	89.50	357
3	2/6/2018	13:59:59	51.547169	-0.023732	0.28	89.40	360
4	2/6/2018	14:0:0	51.547173	-0.023730	0.33	89.40	352
5	2/6/2018	14:0:0	51.547173	-0.023730	0.33	88.90	352
6	2/6/2018	14:0:1	51.547176	-0.023737	0.19	88.90	387
7	2/6/2018	14:0:1	51.547176	-0.023737	0.19	89.20	385
8	2/6/2018	14:0:2	51.547173	-0.023736	1.06	89.20	324
9	2/6/2018	14:0:2	51.547173	-0.023736	1.06	89.60	383
10	2/6/2018	14:0:3	51.547173	-0.023733	1.28	89.60	346
11	2/6/2018	14:0:3	51.547173	-0.023733	1.28	89.60	353
12	2/6/2018	14:0:4	51.547173	-0.023735	0.30	89.60	354
13	2/6/2018	14:0:5	51.547173	-0.023736	0.33	89.60	355
14	2/6/2018	14:0:6	51.547180	-0.023734	0.22	89.60	344
15	2/6/2018	14:0:7	51.547180	-0.023728	0.89	89.60	338
16	2/6/2018	14:0:8	51.547176	-0.023723	0.70	89.60	353
17	2/6/2018	14:0:8	51.547176	-0.023723	0.70	88.60	368
18	2/6/2018	14:0:9	51.547180	-0.023713	0.13	88.60	357
19	2/6/2018	14:0:9	51.547180	-0.023713	0.13	88.20	337
20	2/6/2018	14:0:10	51.547180	-0.023710	0.52	88.20	330
21	2/6/2018	14:0:10	51.547180	-0.023710	0.52	88.50	362
22	2/6/2018	14:0:11	51.547180	-0.023704	0.28	88.50	362
23	2/6/2018	14:0:11	51.547180	-0.023704	0.28	88.70	363
24	2/6/2018	14:0:12	51.547180	-0.023705	0.09	88.70	362
25	2/6/2018	14:0:12	51.547180	-0.023705	0.09	89.20	354
26	2/6/2018	14:0:13	51.547176	-0.023705	0.19	89.20	348
27	2/6/2018	14:0:14	51.547180	-0.023706	0.44	89.20	357
28	2/6/2018	14:0:14	51.547180	-0.023706	0.44	89.70	360
29	2/6/2018	14:0:15	51.547180	-0.023706	0.09	89.70	360
30	2/6/2018	14:0:15	51.547180	-0.023706	0.09	90.10	363
31	2/6/2018	14:0:16	51.547184	-0.023705	0.02	90.10	359
32	2/6/2018	14:0:16	51.547184	-0.023705	0.02	90.50	360
33	2/6/2018	14:0:17	51.547184	-0.023701	0.39	90.50	367
34	2/6/2018	14:0:17	51.547184	-0.023701	0.39	91.20	369
35	2/6/2018	14:0:18	51.547184	-0.023706	0.98	91.20	353
36	2/6/2018	14:0:18	51.547184	-0.023706	0.98	91.90	349
37	2/6/2018	14:0:19	51.547188	-0.023712	1.63	91.90	339
38	2/6/2018	14:0:19	51.547188	-0.023712	1.63	91.80	351
39	2/6/2018	14:0:20	51.547180	-0.023706	1.81	91.80	365
40	2/6/2018	14:0:20	51.547180	-0.023706	1.81	91.20	375
41	2/6/2018	14:0:21	51.547180	-0.023696	1.87	91.20	345
42	2/6/2018	14:0:21	51.547180	-0.023696	1.87	90.30	371
43	2/6/2018	14:0:22	51.547180	-0.023691	1.54	90.30	356
44	2/6/2018	14:0:22	51.547180	-0.023691	1.54	90.30	385
45	2/6/2018	14:0:23	51.547180	-0.023687	0.98	90.30	337
46	2/6/2018	14:0:23	51.547180	-0.023687	0.98	89.80	366
47	2/6/2018	14:0:24	51.547184	-0.023676	2.24	89.80	374
48	2/6/2018	14:0:24	51.547184	-0.023676	2.24	89.80	348
49	2/6/2018	14:0:25	51.547180	-0.023674	3.07	89.80	358
50	2/6/2018	14:0:25	51.547180	-0.023674	3.07	88.90	371
51	2/6/2018	14:0:26	51.547180	-0.023669	3.50	88.90	374
52	2/6/2018	14:0:26	51.547180	-0.023669	3.50	88.30	366
53	2/6/2018	14:0:27	51.547176	-0.023661	2.57	88.30	357
54	2/6/2018	14:0:27	51.547176	-0.023661	2.57	88.30	363
55	2/6/2018	14:0:28	51.547184	-0.023647	0.57	88.30	351
56	2/6/2018	14:0:29	51.547180	-0.023650	0.04	88.30	356
57	2/6/2018	14:0:30	51.547176	-0.023649	0.83	88.30	362
58	2/6/2018	14:0:30	51.547176	-0.023649	0.83	86.40	365
59	2/6/2018	14:0:31	51.547176	-0.023652	0.22	86.40	358
60	2/6/2018	14:0:31	51.547176	-0.023652	0.22	86.40	360
61	2/6/2018	14:0:32	51.547173	-0.023657	1.46	86.40	366
62	2/6/2018	14:0:32	51.547173	-0.023657	1.46	85.60	363
63	2/6/2018	14:0:33	51.547169	-0.023650	2.52	85.60	368
64	2/6/2018	14:0:33	51.547169	-0.023650	2.52	85.00	387
65	2/6/2018	14:0:34	51.547169	-0.023639	2.33	85.00	346
66	2/6/2018	14:0:35	51.547169	-0.023636	3.11	85.00	337
67	2/6/2018	14:0:36	51.547161	-0.023635	3.04	85.00	333
68	2/6/2018	14:0:37	51.547150	-0.023639	3.59	85.00	353
69	2/6/2018	14:0:37	51.547150	-0.023639	3.59	80.70	373
70	2/6/2018	14:0:38	51.547146	-0.023637	1.72	80.70	349
71	2/6/2018	14:0:38	51.547146	-0.023637	1.72	80.10	349
72	2/6/2018	14:0:39	51.547146	-0.023640	1.30	80.10	374
73	2/6/2018	14:0:40	51.547142	-0.023629	2.26	80.10	373
74	2/6/2018	14:0:41	51.547142	-0.023624	1.46	80.10	371
75	2/6/2018	14:0:42	51.547146	-0.023621	1.22	80.10	389
76	2/6/2018	14:0:43	51.547146	-0.023624	0.52	80.10	337
77	2/6/2018	14:0:43	51.547146	-0.023624	0.52	75.90	349
78	2/6/2018	14:0:44	51.547146	-0.023606	0.33	75.90	343
79	2/6/2018	14:0:44	51.547146	-0.023606	0.33	74.60	362
80	2/6/2018	14:0:45	51.547146	-0.023598	1.24	74.60	377
81	2/6/2018	14:0:45	51.547146	-0.023598	1.24	73.30	346
82	2/6/2018	14:0:46	51.547142	-0.023584	1.74	73.30	382
83	2/6/2018	14:0:46	51.547142	-0.023584	1.74	72.90	343
84	2/6/2018	14:0:47	51.547131	-0.023556	3.80	72.90	377
85	2/6/2018	14:0:47	51.547131	-0.023556	3.80	73.40	382
86	2/6/2018	14:0:48	51.547127	-0.023540	2.52	73.40	367
87	2/6/2018	14:0:48	51.547127	-0.023540	2.52	73.10	374
88	2/6/2018	14:0:49	51.547119	-0.023531	2.87	73.10	349
89	2/6/2018	14:0:49	51.547119	-0.023531	2.87	73.40	384
90	2/6/2018	14:0:50	51.547108	-0.023518	0.59	73.40	349
91	2/6/2018	14:0:51	51.547104	-0.023514	0.74	73.40	355
92	2/6/2018	14:0:52	51.547096	-0.023512	0.46	73.40	370
93	2/6/2018	14:0:52	51.547096	-0.023512	0.46	73.10	353
94	2/6/2018	14:0:53	51.547092	-0.023505	0.57	73.10	351
95	2/6/2018	14:0:53	51.547092	-0.023505	0.57	73.20	387
96	2/6/2018	14:0:54	51.547085	-0.023494	1.11	73.20	346
97	2/6/2018	14:0:54	51.547085	-0.023494	1.11	73.60	348
98	2/6/2018	14:0:55	51.547077	-0.023481	3.24	73.60	357
99	2/6/2018	14:0:55	51.547077	-0.023481	3.24	73.60	371
100	2/6/2018	14:0:56	51.547073	-0.023474	1.04	73.60	385
101	2/6/2018	14:0:56	51.547073	-0.023474	1.04	74.10	342
102	2/6/2018	14:0:57	51.547054	-0.023438	4.28	74.10	363
103	2/6/2018	14:0:57	51.547054	-0.023438	4.28	74.70	361
104	2/6/2018	14:0:58	51.547043	-0.023419	4.85	74.70	391
105	2/6/2018	14:0:58	51.547043	-0.023419	4.85	75.50	394
106	2/6/2018	14:0:59	51.547035	-0.023411	4.11	75.50	370
107	2/6/2018	14:0:59	51.547035	-0.023411	4.11	75.70	350
108	2/6/2018	14:1:0	51.547028	-0.023384	5.07	75.70	380
109	2/6/2018	14:1:0	51.547028	-0.023384	5.07	75.00	389
110	2/6/2018	14:1:1	51.547016	-0.023364	5.30	75.00	336
111	2/6/2018	14:1:1	51.547016	-0.023364	5.30	74.50	376
112	2/6/2018	14:1:2	51.547009	-0.023348	3.28	74.50	348
113	2/6/2018	14:1:2	51.547009	-0.023348	3.28	74.60	351
114	2/6/2018	14:1:3	51.547001	-0.023337	3.15	74.60	374
115	2/6/2018	14:1:3	51.547001	-0.023337	3.15	74.50	362
116	2/6/2018	14:1:4	51.546993	-0.023330	3.20	74.50	375
117	2/6/2018	14:1:4	51.546993	-0.023330	3.20	74.90	354
118	2/6/2018	14:1:5	51.546989	-0.023326	2.20	74.90	350
119	2/6/2018	14:1:6	51.546997	-0.023327	1.80	74.90	364
120	2/6/2018	14:1:7	51.546989	-0.023322	0.19	74.90	360
121	2/6/2018	14:1:7	51.546989	-0.023322	0.19	76.90	362
122	2/6/2018	14:1:8	51.546982	-0.023319	0.04	76.90	360
123	2/6/2018	14:1:8	51.546982	-0.023319	0.04	76.90	363
