Count	Date	Time	Lat	Long	Speed	Altitude	GSR
0	2/6/2018	11:41:43	51.547375	-0.023325	0.91	0.00	408
1	2/6/2018	11:41:43	51.547375	-0.023325	0.91	79.10	406
2	2/6/2018	11:41:44	51.547379	-0.023313	1.06	79.10	401
3	2/6/2018	11:41:44	51.547379	-0.023313	1.06	80.70	402
4	2/6/2018	11:41:45	51.547382	-0.023314	0.85	80.70	413
5	2/6/2018	11:41:46	51.547386	-0.023309	0.94	80.70	405
6	2/6/2018	11:41:46	51.547386	-0.023309	0.94	79.00	407
7	2/6/2018	11:41:47	51.547390	-0.023301	0.61	79.00	406
8	2/6/2018	11:41:48	51.547390	-0.023296	0.43	79.00	403
9	2/6/2018	11:41:49	51.547390	-0.023288	2.09	79.00	405
10	2/6/2018	11:41:50	51.547382	-0.023283	6.50	79.00	404
11	2/6/2018	11:41:50	51.547382	-0.023283	6.50	80.00	405
12	2/6/2018	11:41:51	51.547398	-0.023285	0.63	80.00	404
13	2/6/2018	11:41:51	51.547398	-0.023285	0.63	80.30	404
14	2/6/2018	11:41:52	51.547398	-0.023292	1.15	80.30	401
15	2/6/2018	11:41:52	51.547398	-0.023292	1.15	78.70	401
16	2/6/2018	11:41:53	51.547379	-0.023297	2.09	78.70	398
17	2/6/2018	11:41:53	51.547379	-0.023297	2.09	79.90	403
18	2/6/2018	11:41:54	51.547348	-0.023303	2.93	79.90	401
19	2/6/2018	11:41:54	51.547348	-0.023303	2.93	82.00	402
20	2/6/2018	11:41:55	51.547352	-0.023316	2.28	82.00	403
21	2/6/2018	11:41:55	51.547352	-0.023316	2.28	80.50	403
22	2/6/2018	11:41:56	51.547333	-0.023312	2.61	80.50	401
23	2/6/2018	11:41:57	51.547333	-0.023307	0.78	80.50	402
24	2/6/2018	11:41:57	51.547333	-0.023307	0.78	80.30	403
25	2/6/2018	11:41:58	51.547340	-0.023306	2.07	80.30	401
26	2/6/2018	11:41:58	51.547340	-0.023306	2.07	79.30	402
27	2/6/2018	11:41:59	51.547352	-0.023298	4.33	79.30	401
28	2/6/2018	11:41:59	51.547352	-0.023298	4.33	79.10	402
29	2/6/2018	11:42:0	51.547363	-0.023296	4.98	79.10	400
30	2/6/2018	11:42:1	51.547386	-0.023291	2.54	79.10	401
31	2/6/2018	11:42:2	51.547382	-0.023276	6.54	79.10	401
32	2/6/2018	11:42:2	51.547382	-0.023276	6.54	78.50	402
33	2/6/2018	11:42:3	51.547394	-0.023270	0.74	78.50	401
34	2/6/2018	11:42:3	51.547394	-0.023270	0.74	76.80	401
35	2/6/2018	11:42:4	51.547398	-0.023268	1.02	76.80	400
36	2/6/2018	11:42:4	51.547398	-0.023268	1.02	76.10	401
37	2/6/2018	11:42:5	51.547386	-0.023273	0.83	76.10	399
38	2/6/2018	11:42:5	51.547386	-0.023273	0.83	75.90	400
39	2/6/2018	11:42:6	51.547367	-0.023274	0.70	75.90	398
40	2/6/2018	11:42:6	51.547367	-0.023274	0.70	75.00	400
41	2/6/2018	11:42:7	51.547367	-0.023264	1.89	75.00	398
42	2/6/2018	11:42:7	51.547367	-0.023264	1.89	75.50	400
43	2/6/2018	11:42:8	51.547375	-0.023256	1.94	75.50	399
44	2/6/2018	11:42:8	51.547375	-0.023256	1.94	74.80	400
45	2/6/2018	11:42:9	51.547367	-0.023254	2.54	74.80	399
