X,Y,index,lat,long,speed,date,time,air_val,dust,gsr
-14719.4423091222,6714876.05189801,"257",51.526035,-0.132227,5.16,"180124","18532200","23",0.62,"303"
-14730.1289802383,6714872.1155596,"258",51.526013,-0.132323,5.83,"180124","18532400","23",0.62,"303"
-14735.0270378332,6714869.78954234,"259",51.526,-0.132367,5.83,"180124","18532500","23",0.62,"310"
-14739.8137759374,6714867.46352575,"260",51.525987,-0.13241,5.83,"180124","18532600","23",0.62,"306"
-14744.2665555691,6714864.95858554,"261",51.525973,-0.13245,5.83,"180124","18532700","23",0.62,"306"
-14748.7193352008,6714861.38010087,"262",51.525953,-0.13249,6.41,"180124","18532800","23",0.62,"308"
-14753.1721148325,6714857.80161776,"263",51.525933,-0.13253,8.17,"180124","18532900","23",0.62,"308"
-14756.177741084,6714855.47560459,"264",51.52592,-0.132557,9.79,"180124","18533000","23",0.62,"311"
-14758.5154503906,6714854.93883242,"265",51.525917,-0.132578,7.55,"180124","18533100","23",0.62,"312"
-14762.8569105316,6714855.83345273,"266",51.525922,-0.132617,4.91,"180124","18533200","23",0.62,"308"
-14767.0870511817,6714856.72807314,"267",51.525927,-0.132655,5.92,"180124","18533300","23",0.62,"308"
-14773.4322621569,6714855.47560459,"268",51.52592,-0.132712,5.96,"180124","18533400","23",0.62,"307"
-14781.3359460032,6714852.43389606,"269",51.525903,-0.132783,10.31,"180124","18533500","23",0.62,"311"
-14795.1395628616,6714852.79174406,"270",51.525905,-0.132907,9.99,"180124","18533700","23",0.62,"308"
-14800.8168568921,6714851.89712408,"271",51.5259,-0.132958,9.26,"180124","18533800","24",0.62,"309"
-14806.2715119409,6714852.25497206,"272",51.525902,-0.133007,9.26,"180124","18533900","23",0.62,"307"
-14804.601719579,6714855.11775647,"273",51.525918,-0.132992,9.26,"180124","18534000","23",0.62,"309"
-14795.6961603156,6714849.75003653,"274",51.525888,-0.132912,9.13,"180124","18534100","23",0.62,"311"
-14784.8981697086,6714841.69846326,"275",51.525843,-0.132815,6.58,"180124","18534200","23",0.62,"314"
-14772.875664703,6714832.21550939,"276",51.52579,-0.132707,4.04,"180124","18534300","24",0.62,"313"
-14772.4303867398,6714829.53165652,"277",51.525775,-0.132703,2.07,"180124","18534400","23",0.62,"311"
-14771.5398308134,6714826.84780454,"278",51.52576,-0.132695,0.91,"180124","18534500","23",0.62,"312"
-14769.6473994699,6714823.8061067,"279",51.525743,-0.132678,1.91,"180124","18534600","23",0.62,"311"
-14768.9794825252,6714822.9114899,"280",51.525738,-0.132672,1.6,"180124","18534700","23",0.62,"309"
-14768.7568435436,6714821.83794988,"281",51.525732,-0.13267,1.66,"180124","18534800","23",0.62,"315"
-14767.8662876173,6714820.04871681,"282",51.525722,-0.132662,1.66,"180124","18535000","24",0.62,"313"
-14767.9776071081,6714820.9433333,"283",51.525727,-0.132663,0.96,"180124","18535100","23",0.62,"409"
-14767.3096901633,6714822.01687321,"284",51.525733,-0.132657,2.22,"180124","18535200","28",0.62,"312"
-14768.534204562,6714820.2276401,"285",51.525723,-0.132668,3.81,"180124","18535300","23",0.62,"314"
-14767.0870511817,6714818.43840739,"286",51.525713,-0.132655,1.74,"180124","18535400","24",0.62,"311"
-14765.7512172922,6714818.25948414,"287",51.525712,-0.132643,1.31,"180124","18535500","23",0.62,"314"
-14767.6436486357,6714818.25948414,"288",51.525712,-0.13266,4.2,"180124","18535600","24",0.62,"314"
-14764.0814249303,6714817.54379119,"289",51.525708,-0.132628,5.33,"180124","18535700","24",0.62,"314"
-14758.7380893722,6714814.68101998,"290",51.525692,-0.13258,5.34,"180124","18535800","23",0.62,"317"
-14753.1721148325,6714814.85994315,"291",51.525693,-0.13253,8.57,"180124","18535900","24",0.62,"319"
-14749.2759326548,6714818.25948414,"292",51.525712,-0.132495,11.34,"180124","18540000","23",0.62,"319"
-14742.8194021888,6714830.96304461,"293",51.525783,-0.132437,11.99,"180124","18540200","23",0.62,"318"
-14739.479817465,6714839.90922584,"294",51.525833,-0.132407,11.99,"180124","18540300","24",0.62,"318"
-14735.9175937596,6714849.75003653,"295",51.525888,-0.132375,11.99,"180124","18540400","24",0.62,"320"
-14735.3609963056,6714856.90699723,"296",51.525928,-0.13237,13.96,"180124","18540500","23",0.62,"320"
-14735.138357324,6714863.88503997,"297",51.525967,-0.132368,13.91,"180124","18540600","24",0.62,"323"
-14734.8043988517,6714870.68416428,"298",51.526005,-0.132365,13.29,"180124","18540700","24",0.62,"318"
-14732.5780090358,6714879.27253995,"299",51.526053,-0.132345,12.96,"180124","18540800","24",0.62,"318"
-14730.5742582015,6714888.21877422,"300",51.526103,-0.132327,12.96,"180124","18540900","24",0.62,"317"
-14728.3478683856,6714897.16501833,"301",51.526153,-0.132307,12.95,"180124","18541000","24",0.62,"317"
-14726.2327980606,6714905.93234708,"302",51.526202,-0.132288,12.93,"180124","18541100","24",0.62,"333"
-14724.0064082447,6714914.87861063,"303",51.526252,-0.132268,12.93,"180124","18541200","24",0.62,"323"
